BASK,BBID,BTC_Before,BTC_imbalance,BuyVol,BuyVolBTC,DateTime,Imbalance,SellVol,SellVolBTC,VWAP_before,mid_px,mid_px_0.95,mid_px_0.99,mid_px_0.9925,mid_px_0.995,mid_px_0.996,mid_px_0.997,mid_px_0.998,mid_px_0.999,mid_px_1.001,mid_px_1.002,mid_px_1.003,mid_px_1.004,mid_px_1.005,mid_px_1.0075,mid_px_1.01,mid_px_1.05,mid_px_amt_0.95,mid_px_amt_0.99,mid_px_amt_0.9925,mid_px_amt_0.995,mid_px_amt_0.996,mid_px_amt_0.997,mid_px_amt_0.998,mid_px_amt_0.999,mid_px_amt_1.001,mid_px_amt_1.002,mid_px_amt_1.003,mid_px_amt_1.004,mid_px_amt_1.005,mid_px_amt_1.0075,mid_px_amt_1.01,mid_px_amt_1.05,target
245.17,245.15,7801.189113675284,-0.7215866842016473,485.4957999999998,485.4957999999998,2019-06-06 05:26:23.339907,-0.43746707087942355,853.4714100000002,853.4714100000002,245.1703237499991,245.16,,,243.651935483871,244.0675,244.30599999999998,244.551,244.79631578947365,245.05692307692306,245.28125,245.5222222222222,245.7884615384615,246.00222222222223,246.25266666666673,246.6284210526316,,,0.0,0.0,262.02616,118.11935,121.54555,121.0381,117.44237000000001,74.70354999999999,116.59613,92.21796,277.86796000000004,155.00046,84.57687999999999,568.47889,0.0,0.0,0
245.12,245.01,7798.407418765662,-0.848158877268129,778.8192700000001,778.8192700000001,2019-06-06 05:31:24.630761,-0.0023708595764256237,842.8396799999996,842.8396799999996,245.1267656666098,245.065,,,243.51029411764713,243.99,244.2023076923077,244.4246153846154,244.69764705882358,244.91666666666669,245.21230769230775,245.3955555555556,245.69250000000002,245.94600000000005,246.20384615384617,246.59952380952382,246.92,,0.0,0.0,210.20901,185.00565,176.28865,46.787749999999996,167.22108,106.47286,126.33946,63.6273,326.92546,107.20573999999999,111.66910999999996,578.8829199999999,0.16263,0.0,-1
244.87,244.81,7790.600351182751,0.03048301305195587,710.9230900000005,710.9230900000005,2019-06-06 05:36:25.726355,0.09401104860915269,416.2973400000001,416.2973400000001,244.82531590060094,244.84,,,243.41806451612902,243.74636363636364,243.99749999999997,244.23125,244.4794444444444,244.70666666666668,244.97416666666672,245.19624999999996,245.43090909090907,245.71583333333334,245.93099999999998,246.40526315789472,246.74333333333334,,0.0,0.0,207.85102,102.00375000000003,152.90632,135.55855,92.9106,96.09842999999998,116.84151,88.19471999999999,90.23142,294.28701,90.89853000000001,267.70203000000015,11.79993,0.0,0
244.74,244.67,7784.243338701062,-0.15828333539053513,429.79311,429.79311,2019-06-06 05:41:26.658670,-0.33708301507522614,298.50071999999994,298.50071999999994,244.72547163908123,244.70499999999998,,,243.21787878787876,243.59500000000003,243.85714285714286,244.09666666666666,244.3553846153846,244.58533333333335,244.84249999999997,245.0609090909091,245.3130769230769,245.5585714285714,245.7990909090909,246.27685714285715,246.56500000000003,,0.0,0.0,405.58653999999996,33.45575000000001,161.24330999999998,113.94336999999999,61.04126999999999,76.79145,69.17173,141.98773,120.2302,131.22985999999997,167.98584,282.32809000000003,2.84275,0.0,-1
244.31,244.2,7769.990641430615,0.05185710908702609,426.4428499999997,426.4428499999997,2019-06-06 05:46:27.596263,0.5329102949696607,338.2337599999995,338.2337599999995,244.25476555806284,244.255,,242.41,242.7458333333333,243.1469230769231,243.4038888888889,243.64411764705886,243.90833333333333,244.10600000000002,244.39916666666667,244.56857142857143,244.86125,245.09999999999994,245.35833333333332,245.7942857142857,246.30545454545452,,0.0,0.93062,586.8332399999999,29.808450000000004,131.55791000000002,133.82620000000003,111.64811999999999,122.18980000000002,95.71546000000001,117.02100999999999,83.13916,104.53946,74.58313,423.09123000000005,55.58142,0.0,0
244.29,244.22,7784.530935021324,0.37519573018802505,1736.9133199999987,1736.9133199999987,2019-06-06 05:51:28.493249,0.4496800786684091,1031.43856,1031.43856,244.25706815203833,244.255,,242.405,242.72199999999998,243.14833333333334,243.4115789473684,243.64222222222224,243.872,244.1222222222222,244.401,244.60777777777776,244.87428571428572,245.0978571428571,245.37,245.78615384615387,246.23428571428573,,0.0,1.4633500000000002,657.7349999999999,30.831500000000005,169.49621000000002,114.27185999999999,90.46757,54.511140000000005,70.80791,255.49313999999998,23.37993,164.15161999999998,8.481489999999999,470.74737,40.618230000000004,0.0,0
243.88,243.77,7762.2522957210995,0.3580225218087808,331.85686000000004,331.85686000000004,2019-06-06 05:56:30.237154,-0.35533854496945483,682.1478299999999,682.1478299999999,243.81402243251264,243.825,,,242.32900000000004,242.74555555555557,242.96923076923076,243.222,243.45,243.67846153846156,243.962,244.17499999999998,244.41875000000002,244.68562500000004,244.93,245.34333333333333,245.98423076923075,246.32333333333335,0.0,0.0,626.9633000000002,36.69146,182.32701,84.46700000000001,103.20355,63.72701,1120.48402,60.77111,71.6322,278.7282,23.13373,180.82359,271.18816999999996,39.65537,0
243.89,243.83,7756.315268207592,0.6234326319362439,1413.734960000001,1413.734960000001,2019-06-06 06:01:31.169856,0.41015826526078053,510.1549799999998,510.1549799999998,243.87966983240278,243.86,,,242.43380952380954,242.77499999999995,243.02846153846153,243.2725,243.48899999999998,243.72624999999996,244.01416666666668,244.245,244.4663636363637,244.70300000000003,245.01749999999998,245.40000000000006,246.03879999999998,,0.0,0.0,640.0690400000001,49.967569999999995,98.63226,91.74672,105.88565,94.60530999999999,74.36218000000001,134.60414999999998,86.28582,171.15879999999999,37.33077,89.59340000000002,418.9436399999999,0.0,0
244.43,244.32,7776.240823201586,0.1549460416302115,435.9772199999998,435.9772199999998,2019-06-06 06:06:32.109101,0.25720093869763905,612.5093300000001,612.5093300000001,244.36733702986567,244.375,,,242.87928571428571,243.27647058823524,243.52333333333328,243.7685714285714,243.99699999999999,244.25153846153842,244.50642857142861,244.73615384615383,244.98000000000002,245.22500000000002,245.44500000000002,245.91559999999998,246.3473333333333,,0.0,0.0,584.5098599999999,69.62348,102.98589999999999,121.88674,88.32346,119.49922000000001,108.80155999999998,157.94692,101.98211,122.53863,28.214010000000002,437.55094999999994,78.50934000000001,0.0,0
244.58,244.55,7784.917137151309,0.4769910410907207,548.8830699999999,548.8830699999999,2019-06-06 06:11:33.147195,0.16045954147880664,502.65881,502.65881,244.53269097035155,244.565,,,243.13777777777773,243.46578947368423,243.69000000000003,243.98,244.19909090909093,244.4505882352941,244.71000000000004,244.91428571428574,245.2,245.42866666666666,245.68625,246.1175,246.47769230769234,,0.0,0.0,380.98753,92.82106,115.32164,126.08854000000001,85.26326999999999,107.46243000000001,106.51207,187.81591999999998,30.947229999999998,113.28947000000001,43.73715,468.1947199999999,65.86403,0.0,0
244.25,244.17,7775.303911228504,-0.9335886488314851,621.6606999999999,621.6606999999999,2019-06-06 06:16:34.086184,0.30642748148166965,293.14351999999997,293.14351999999997,244.19017334161322,244.20999999999998,,,242.7495454545454,243.108,243.35263157894735,243.59611111111113,243.82750000000001,244.0842857142857,244.32181818181814,244.57999999999996,244.79500000000002,245.04454545454544,245.32142857142853,245.73545454545453,246.27,,0.0,0.0,290.90132,322.02478,153.22571999999997,77.67177000000001,89.79305,129.71554,127.82689,78.69539999999999,114.595,212.64678999999998,30.333460000000002,236.38938999999996,223.50456000000005,0.0,0
